,datetime,energy,humidity,pressure,temperature,weather,wind_direction,wind_speed
120523,2012-12-31 01:00:00,10445.0,68.0,1020.0,269.72,overcast clouds,290.0,6.0
120524,2012-12-31 02:00:00,9897.0,73.0,1020.0,269.05,overcast clouds,290.0,6.0
120525,2012-12-31 03:00:00,9538.0,68.0,1021.0,268.53,overcast clouds,280.0,6.0
120526,2012-12-31 04:00:00,9333.0,79.0,1022.0,267.83,overcast clouds,280.0,8.0
120527,2012-12-31 05:00:00,9275.0,85.0,1023.0,266.77,overcast clouds,270.0,6.0
120528,2012-12-31 06:00:00,9463.0,88.0,1018.0,266.985,scattered clouds,273.0,6.0
120529,2012-12-31 07:00:00,9830.0,91.0,1013.0,267.2,sky is clear,276.0,7.0
120530,2012-12-31 08:00:00,10443.0,91.0,1013.0,267.2,sky is clear,276.0,7.0
120531,2012-12-31 09:00:00,10713.0,78.0,1025.0,264.38,few clouds,260.0,3.0
120532,2012-12-31 10:00:00,10845.0,72.0,1025.0,264.38,sky is clear,240.0,4.0
120533,2012-12-31 11:00:00,11044.0,78.0,1026.0,263.94,sky is clear,240.0,3.0
120534,2012-12-31 12:00:00,11269.0,78.0,1026.0,263.94,sky is clear,250.0,4.0
120535,2012-12-31 13:00:00,11311.0,78.0,1026.0,263.94,haze,240.0,4.0
120536,2012-12-31 14:00:00,11349.0,72.0,1026.0,264.42,haze,230.0,4.0
120537,2012-12-31 15:00:00,11372.0,73.0,1027.0,266.22,haze,250.0,4.0
120538,2012-12-31 16:00:00,11297.0,62.0,1027.0,268.04,haze,260.0,4.0
120539,2012-12-31 17:00:00,11378.0,63.0,1027.0,270.38,few clouds,240.0,4.0
120540,2012-12-31 18:00:00,12062.0,58.0,1025.0,272.21,few clouds,220.0,2.0
120542,2012-12-31 20:00:00,12508.0,55.0,1025.0,273.55,broken clouds,230.0,5.0
120543,2012-12-31 21:00:00,12154.0,55.0,1024.0,273.7,broken clouds,210.0,3.0
120552,2012-12-30 06:00:00,9810.0,86.0,1012.0,272.56,mist,240.0,2.0
120553,2012-12-30 07:00:00,9986.0,92.0,1011.0,272.49,mist,270.0,2.0
120558,2012-12-30 12:00:00,10528.0,86.0,1012.0,272.22,mist,320.0,4.0
120559,2012-12-30 13:00:00,10498.0,86.0,1012.0,271.855,overcast clouds,320.0,4.0
120560,2012-12-30 14:00:00,10459.0,86.0,1012.0,271.49,mist,320.0,4.0
120561,2012-12-30 15:00:00,10346.0,86.0,1013.0,270.75,heavy snow,310.0,6.0
120563,2012-12-30 17:00:00,10446.0,74.0,1014.0,271.04,mist,280.0,7.0
120564,2012-12-30 18:00:00,11412.0,74.0,1014.0,271.11,heavy snow,280.0,6.0
120565,2012-12-30 19:00:00,12278.0,74.0,1014.0,271.3,heavy snow,290.0,7.0
120566,2012-12-30 20:00:00,12309.0,74.0,1015.0,271.23,haze,290.0,8.0
120567,2012-12-30 21:00:00,12257.0,68.0,1016.0,270.97,overcast clouds,290.0,7.0
120568,2012-12-30 22:00:00,12031.0,68.0,1017.0,270.71,overcast clouds,290.0,5.0
120569,2012-12-30 23:00:00,11690.0,68.0,1018.0,270.57,overcast clouds,300.0,5.0
120570,2012-12-31 00:00:00,11071.0,73.0,1019.0,270.18,overcast clouds,290.0,6.0
120572,2012-12-29 02:00:00,9985.0,86.0,1020.0,272.17,overcast clouds,0.0,0.0
120577,2012-12-29 07:00:00,9608.0,86.0,1020.0,272.25,mist,200.0,2.0
120578,2012-12-29 08:00:00,10059.0,80.0,1020.0,271.95,mist,190.0,3.0
120579,2012-12-29 09:00:00,10394.0,80.0,1019.0,271.75,mist,180.0,1.0
120580,2012-12-29 10:00:00,10587.0,80.0,1019.0,271.87,overcast clouds,180.0,1.0
120581,2012-12-29 11:00:00,10901.0,80.0,1018.0,271.9,mist,0.0,0.0
120583,2012-12-29 13:00:00,11208.0,74.0,1019.0,272.22,overcast clouds,170.0,2.0
120584,2012-12-29 14:00:00,11146.0,80.0,1019.0,272.36,heavy snow,170.0,1.0
120585,2012-12-29 15:00:00,11078.0,80.0,1019.0,272.56,heavy snow,140.0,3.0
120586,2012-12-29 16:00:00,11051.0,86.0,1019.0,272.63,mist,140.0,3.0
120595,2012-12-28 01:00:00,10617.0,59.0,1017.0,273.29,overcast clouds,10.0,7.0
120596,2012-12-28 02:00:00,10002.0,59.0,1017.0,272.92,overcast clouds,20.0,7.0
120597,2012-12-28 03:00:00,9629.0,68.0,1018.0,272.37,overcast clouds,330.0,6.0
120598,2012-12-28 04:00:00,9443.0,68.0,1018.0,272.1,overcast clouds,340.0,6.0
120599,2012-12-28 05:00:00,9405.0,68.0,1018.0,271.23,overcast clouds,340.0,6.0
120600,2012-12-28 06:00:00,9593.0,68.0,1018.0,270.95,heavy snow,320.0,6.0
120601,2012-12-28 07:00:00,10160.0,68.0,1018.0,271.04,overcast clouds,350.0,6.0
120602,2012-12-28 08:00:00,10999.0,74.0,1019.0,271.04,overcast clouds,320.0,4.0
120603,2012-12-28 09:00:00,11566.0,74.0,1020.0,271.04,overcast clouds,320.0,4.0
120604,2012-12-28 10:00:00,11845.0,74.0,1020.0,271.04,overcast clouds,320.0,6.0
120605,2012-12-28 11:00:00,12091.0,68.0,1020.0,271.25,overcast clouds,320.0,4.0
120606,2012-12-28 12:00:00,12193.0,74.0,1020.0,271.04,overcast clouds,320.0,5.0
120607,2012-12-28 13:00:00,12277.0,74.0,1021.0,271.33,heavy snow,330.0,5.0
120608,2012-12-28 14:00:00,12265.0,74.0,1021.0,271.13,overcast clouds,330.0,5.0
120609,2012-12-28 15:00:00,12279.0,82.0,1020.0,271.83,overcast clouds,325.0,2.0
120610,2012-12-28 16:00:00,12223.0,74.0,1022.0,271.96,heavy snow,320.0,3.0
120611,2012-12-28 17:00:00,12287.0,74.0,1022.0,272.27,heavy snow,320.0,4.0
120612,2012-12-28 18:00:00,12946.0,37.0,1021.0,272.78,overcast clouds,335.0,4.0
120619,2012-12-27 01:00:00,10736.0,59.0,1025.0,273.09,heavy snow,40.0,6.0
120620,2012-12-27 02:00:00,10073.0,64.0,1025.0,273.13,overcast clouds,70.0,4.0
120621,2012-12-27 03:00:00,9741.0,59.0,1024.0,273.18,heavy snow,60.0,6.0
120622,2012-12-27 04:00:00,9534.0,59.0,1023.0,273.55,overcast clouds,60.0,7.0
120623,2012-12-27 05:00:00,9493.0,59.0,1023.0,273.61,overcast clouds,70.0,8.0
120628,2012-12-27 10:00:00,12050.0,69.0,1019.0,273.04,overcast clouds,50.0,8.0
120629,2012-12-27 11:00:00,12276.0,64.0,1018.0,273.34,overcast clouds,40.0,7.0
120630,2012-12-27 12:00:00,12469.0,69.0,1018.0,273.48,heavy snow,50.0,9.0
120631,2012-12-27 13:00:00,12432.0,59.0,1017.0,273.55,overcast clouds,60.0,9.0
120632,2012-12-27 14:00:00,12318.0,59.0,1017.0,273.48,overcast clouds,60.0,9.0
120633,2012-12-27 15:00:00,12343.0,59.0,1017.0,273.41,overcast clouds,50.0,7.0
120637,2012-12-27 19:00:00,13521.0,64.0,1015.0,273.48,overcast clouds,20.0,10.0
120638,2012-12-27 20:00:00,13300.0,59.0,1015.0,273.48,overcast clouds,30.0,10.0
120639,2012-12-27 21:00:00,13057.0,64.0,1015.0,273.39,overcast clouds,20.0,8.0
120640,2012-12-27 22:00:00,12749.0,64.0,1015.0,273.48,overcast clouds,10.0,8.0
120641,2012-12-27 23:00:00,12229.0,64.0,1017.0,273.36,overcast clouds,10.0,7.0
120642,2012-12-28 00:00:00,11425.0,59.0,1017.0,273.29,overcast clouds,360.0,6.0
120645,2012-12-26 03:00:00,9209.0,68.0,1017.0,272.34,heavy snow,320.0,5.0
120646,2012-12-26 04:00:00,9093.0,68.0,1018.0,272.03,heavy snow,320.0,4.0
120647,2012-12-26 05:00:00,9090.0,68.0,1019.0,271.43,heavy snow,330.0,5.0
120648,2012-12-26 06:00:00,9342.0,68.0,1019.0,271.06,heavy snow,320.0,6.0
120649,2012-12-26 07:00:00,10001.0,74.0,1019.0,270.9,heavy snow,330.0,5.0
120650,2012-12-26 08:00:00,10954.0,68.0,1020.0,270.6,heavy snow,330.0,5.0
120651,2012-12-26 09:00:00,11603.0,68.0,1021.0,270.44,heavy snow,320.0,4.0
120652,2012-12-26 10:00:00,11908.0,63.0,1022.0,270.36,overcast clouds,320.0,5.0
120653,2012-12-26 11:00:00,12192.0,63.0,1022.0,270.58,heavy snow,360.0,4.0
120654,2012-12-26 12:00:00,12418.0,63.0,1023.0,270.58,overcast clouds,360.0,4.0
120655,2012-12-26 13:00:00,12533.0,63.0,1023.0,270.7,overcast clouds,350.0,4.0
120656,2012-12-26 14:00:00,12558.0,68.0,1024.0,270.78,heavy snow,320.0,3.0
120657,2012-12-26 15:00:00,12562.0,68.0,1024.0,271.13,heavy snow,340.0,5.0
120658,2012-12-26 16:00:00,12511.0,74.0,1025.0,271.7,heavy snow,350.0,4.0
120659,2012-12-26 17:00:00,12576.0,80.0,1025.0,271.86,heavy snow,360.0,3.0
120660,2012-12-26 18:00:00,13239.0,86.0,1025.0,271.84,mist,0.0,1.0
120661,2012-12-26 19:00:00,13715.0,86.0,1025.0,271.29,mist,350.0,3.0
120664,2012-12-26 22:00:00,12881.0,80.0,1024.0,272.39,heavy snow,360.0,4.0
120665,2012-12-26 23:00:00,12411.0,86.0,1025.0,272.34,mist,30.0,2.0
120666,2012-12-27 00:00:00,11588.0,59.0,1025.0,273.02,heavy snow,60.0,5.0
120667,2012-12-25 01:00:00,10158.0,74.0,1016.0,273.76,overcast clouds,360.0,3.0
120668,2012-12-25 02:00:00,9654.0,64.0,1016.0,273.94,broken clouds,60.0,2.0
120669,2012-12-25 03:00:00,9313.0,64.0,1015.0,274.26,overcast clouds,70.0,3.0
120670,2012-12-25 04:00:00,9095.0,69.0,1015.0,274.1,overcast clouds,50.0,4.0
120671,2012-12-25 05:00:00,9030.0,64.0,1015.0,273.91,overcast clouds,50.0,4.0
120672,2012-12-25 06:00:00,9073.0,64.0,1015.0,273.83,overcast clouds,80.0,4.0
120673,2012-12-25 07:00:00,9267.0,69.0,1014.0,273.71,overcast clouds,80.0,3.0
120674,2012-12-25 08:00:00,9571.0,74.0,1013.0,274.22,overcast clouds,110.0,6.0
120677,2012-12-25 11:00:00,10021.0,74.0,1011.0,273.43,overcast clouds,110.0,4.0
120680,2012-12-25 14:00:00,10227.0,74.0,1012.0,273.65,overcast clouds,60.0,4.0
120681,2012-12-25 15:00:00,10203.0,74.0,1012.0,274.21,overcast clouds,50.0,3.0
120682,2012-12-25 16:00:00,10185.0,74.0,1012.0,273.92,overcast clouds,30.0,3.0
120683,2012-12-25 17:00:00,10296.0,69.0,1012.0,274.26,overcast clouds,50.0,2.0
120684,2012-12-25 18:00:00,10957.0,69.0,1011.0,273.91,overcast clouds,360.0,2.0
120685,2012-12-25 19:00:00,11354.0,74.0,1011.0,273.81,overcast clouds,320.0,5.0
120686,2012-12-25 20:00:00,11309.0,74.0,1011.0,273.55,heavy snow,340.0,5.0
120687,2012-12-25 21:00:00,11247.0,69.0,1011.0,273.55,overcast clouds,350.0,5.0
120691,2012-12-24 01:00:00,10345.0,74.0,1016.0,270.49,scattered clouds,160.0,2.0
120692,2012-12-24 02:00:00,9777.0,74.0,1016.0,270.43,few clouds,180.0,3.0
120693,2012-12-24 03:00:00,9356.0,74.0,1016.0,270.35,sky is clear,170.0,2.0
120694,2012-12-24 04:00:00,9180.0,74.0,1016.0,270.11,sky is clear,160.0,2.0
120695,2012-12-24 05:00:00,9123.0,79.0,1015.0,269.8,sky is clear,170.0,1.0
120696,2012-12-24 06:00:00,9291.0,73.0,1015.0,269.25,sky is clear,0.0,0.0
120697,2012-12-24 07:00:00,9618.0,73.0,1013.0,269.23,sky is clear,190.0,1.0
120698,2012-12-24 08:00:00,10155.0,79.0,1013.0,268.13,sky is clear,0.0,0.0
120699,2012-12-24 09:00:00,10424.0,73.0,1013.0,267.6,sky is clear,0.0,0.0
120700,2012-12-24 10:00:00,10616.0,85.0,1013.0,267.48,mist,0.0,0.0
120701,2012-12-24 11:00:00,10922.0,85.0,1013.0,267.09,mist,0.0,0.0
120702,2012-12-24 12:00:00,11133.0,85.0,1014.0,267.58,mist,0.0,0.0
120703,2012-12-24 13:00:00,11238.0,79.0,1014.0,268.13,scattered clouds,350.0,4.0
120704,2012-12-24 14:00:00,11227.0,73.0,1015.0,268.47,mist,350.0,3.0
120705,2012-12-24 15:00:00,11210.0,73.0,1015.0,270.21,broken clouds,340.0,5.0
120706,2012-12-24 16:00:00,11195.0,68.0,1016.0,271.89,broken clouds,350.0,3.0
120708,2012-12-24 18:00:00,11934.0,74.0,1015.0,274.01,overcast clouds,10.0,3.0
120709,2012-12-24 19:00:00,12183.0,69.0,1015.0,274.73,overcast clouds,360.0,3.0
120710,2012-12-24 20:00:00,11808.0,74.0,1015.0,274.71,overcast clouds,350.0,3.0
120711,2012-12-24 21:00:00,11537.0,74.0,1016.0,274.45,overcast clouds,350.0,4.0
120712,2012-12-24 22:00:00,11336.0,74.0,1015.0,274.19,overcast clouds,360.0,4.0
120713,2012-12-24 23:00:00,11109.0,74.0,1016.0,273.55,overcast clouds,10.0,3.0
120714,2012-12-25 00:00:00,10695.0,74.0,1016.0,273.44,overcast clouds,350.0,3.0
120715,2012-12-23 01:00:00,10824.0,67.0,1021.0,268.01,few clouds,300.0,4.0
120716,2012-12-23 02:00:00,10248.0,67.0,1021.0,267.94,few clouds,310.0,5.0
120717,2012-12-23 03:00:00,9802.0,67.0,1021.0,267.12,sky is clear,300.0,4.0
120718,2012-12-23 04:00:00,9627.0,67.0,1021.0,267.15,sky is clear,320.0,4.0
120719,2012-12-23 05:00:00,9531.0,67.0,1021.0,266.88,sky is clear,310.0,3.0
120720,2012-12-23 06:00:00,9618.0,67.0,1022.0,266.58,few clouds,300.0,4.0
120721,2012-12-23 07:00:00,9752.0,73.0,1022.0,266.43,sky is clear,310.0,3.0
120722,2012-12-23 08:00:00,10079.0,73.0,1022.0,265.9,sky is clear,320.0,2.0
120723,2012-12-23 09:00:00,10133.0,70.0,1022.0,265.67,sky is clear,310.0,1.0
120724,2012-12-23 10:00:00,10276.0,67.0,1022.0,265.44,few clouds,300.0,1.0
120725,2012-12-23 11:00:00,10408.0,67.0,1022.0,265.34,sky is clear,280.0,1.0
120726,2012-12-23 12:00:00,10470.0,67.0,1023.0,265.27,few clouds,270.0,2.0
120727,2012-12-23 13:00:00,10491.0,72.0,1023.0,265.06,scattered clouds,270.0,2.0
120728,2012-12-23 14:00:00,10465.0,67.0,1023.0,265.87,scattered clouds,260.0,2.0
120729,2012-12-23 15:00:00,10406.0,67.0,1023.0,267.2,broken clouds,240.0,3.0
120730,2012-12-23 16:00:00,10458.0,67.0,1023.0,268.58,broken clouds,210.0,2.0
120731,2012-12-23 17:00:00,10600.0,58.0,1022.0,270.96,broken clouds,250.0,3.0
120732,2012-12-23 18:00:00,11498.0,54.0,1021.0,272.49,scattered clouds,240.0,3.0
120734,2012-12-23 20:00:00,12223.0,47.0,1019.0,273.63,broken clouds,0.0,2.0
120735,2012-12-23 21:00:00,12146.0,50.0,1018.0,273.55,broken clouds,200.0,3.0
120736,2012-12-23 22:00:00,12003.0,58.0,1018.0,272.57,broken clouds,200.0,4.0
120737,2012-12-23 23:00:00,11695.0,63.0,1018.0,272.1,broken clouds,200.0,2.0
120738,2012-12-24 00:00:00,11114.0,68.0,1017.0,271.41,broken clouds,170.0,2.0
120739,2012-12-22 01:00:00,11473.0,86.0,989.0,274.52,light rain and snow,310.0,8.0
120740,2012-12-22 02:00:00,10813.0,80.0,990.0,274.98,moderate rain,300.0,11.0
120741,2012-12-22 03:00:00,10434.0,74.0,992.0,274.68,snow,310.0,12.0
120742,2012-12-22 04:00:00,10210.0,80.0,993.0,274.46,snow,310.0,9.0
120743,2012-12-22 05:00:00,10137.0,80.0,995.0,274.29,mist,300.0,9.0
120744,2012-12-22 06:00:00,10178.0,86.0,996.0,273.97,mist,290.0,10.0
120745,2012-12-22 07:00:00,10472.0,80.0,998.0,273.53,mist,310.0,12.0
120746,2012-12-22 08:00:00,10970.0,74.0,1000.0,273.31,mist,300.0,9.0
120748,2012-12-22 10:00:00,11337.0,80.0,1003.0,272.25,heavy snow,300.0,12.0
120749,2012-12-22 11:00:00,11422.0,68.0,1005.0,271.82,heavy snow,300.0,12.0
120750,2012-12-22 12:00:00,11360.0,74.0,1006.0,271.49,heavy snow,310.0,11.0
120751,2012-12-22 13:00:00,11229.0,74.0,1008.0,271.42,overcast clouds,310.0,9.0
120752,2012-12-22 14:00:00,10978.0,68.0,1009.0,270.97,overcast clouds,310.0,10.0
120753,2012-12-22 15:00:00,10773.0,68.0,1011.0,271.28,broken clouds,320.0,10.0
120754,2012-12-22 16:00:00,10691.0,68.0,1012.0,270.92,broken clouds,310.0,10.0
120755,2012-12-22 17:00:00,10780.0,68.0,1012.0,271.2,scattered clouds,320.0,11.0
120756,2012-12-22 18:00:00,11662.0,68.0,1013.0,271.37,scattered clouds,310.0,10.0
120757,2012-12-22 19:00:00,12522.0,63.0,1014.0,270.76,broken clouds,310.0,10.0
120758,2012-12-22 20:00:00,12564.0,68.0,1015.0,270.04,broken clouds,300.0,8.0
120759,2012-12-22 21:00:00,12448.0,63.0,1016.0,269.59,broken clouds,320.0,8.0
120760,2012-12-22 22:00:00,12338.0,63.0,1018.0,269.58,broken clouds,320.0,7.0
120761,2012-12-22 23:00:00,12044.0,68.0,1019.0,269.26,broken clouds,300.0,8.0
120762,2012-12-23 00:00:00,11528.0,68.0,1020.0,268.34,overcast clouds,310.0,8.0
120763,2012-12-21 01:00:00,11018.0,75.0,1016.0,278.03,mist,80.0,4.0
120764,2012-12-21 02:00:00,10378.0,75.0,1015.0,277.98,haze,60.0,6.0
120765,2012-12-21 03:00:00,10002.0,75.0,1014.0,278.58,haze,100.0,5.0
120766,2012-12-21 04:00:00,9849.0,75.0,1012.0,278.93,haze,70.0,7.0
120767,2012-12-21 05:00:00,9878.0,75.0,1011.0,278.66,overcast clouds,90.0,5.0
120768,2012-12-21 06:00:00,10136.0,80.0,1009.0,278.08,mist,90.0,7.0
120769,2012-12-21 07:00:00,10854.0,80.0,1008.0,278.0,light rain,90.0,6.0
120770,2012-12-21 08:00:00,12041.0,86.0,1005.0,277.73,moderate rain,80.0,8.0
120771,2012-12-21 09:00:00,12679.0,86.0,1003.0,278.15,light rain,100.0,9.0
120772,2012-12-21 10:00:00,12802.0,81.0,1001.0,278.47,mist,110.0,8.0
120773,2012-12-21 11:00:00,12889.0,87.0,998.0,278.75,light rain,110.0,7.0
120774,2012-12-21 12:00:00,12826.0,87.0,997.0,279.19,moderate rain,120.0,5.0
120775,2012-12-21 13:00:00,12699.0,87.0,995.0,279.59,moderate rain,100.0,4.0
120776,2012-12-21 14:00:00,12553.0,87.0,993.0,280.38,mist,140.0,6.0
120777,2012-12-21 15:00:00,12528.0,87.0,992.0,280.65,mist,120.0,5.0
120778,2012-12-21 16:00:00,12449.0,87.0,990.0,280.9,mist,110.0,6.0
120779,2012-12-21 17:00:00,12472.0,87.0,987.0,281.11,mist,130.0,5.0
120780,2012-12-21 18:00:00,13387.0,87.0,985.0,281.64,overcast clouds,135.0,5.0
120781,2012-12-21 19:00:00,14173.0,87.0,983.0,282.17,light rain,140.0,5.0
120782,2012-12-21 20:00:00,14040.0,87.0,983.0,281.88,moderate rain,210.0,8.0
120783,2012-12-21 21:00:00,13796.0,75.0,984.0,280.48,mist,200.0,6.0
120784,2012-12-21 22:00:00,13510.0,75.0,985.0,279.38,mist,220.0,5.0
120785,2012-12-21 23:00:00,13121.0,86.0,985.0,276.76,moderate rain,190.0,4.0
120787,2012-12-20 01:00:00,10772.0,75.0,1004.0,277.66,mist,0.0,0.0
120788,2012-12-20 02:00:00,10101.0,75.0,1004.0,277.66,mist,210.0,1.0
120789,2012-12-20 03:00:00,9678.0,75.0,1005.0,277.66,mist,280.0,3.0
120790,2012-12-20 04:00:00,9469.0,75.0,1006.0,277.75,mist,290.0,4.0
120791,2012-12-20 05:00:00,9459.0,75.0,1008.0,276.51,mist,300.0,8.0
120793,2012-12-20 07:00:00,10381.0,80.0,1011.0,275.13,broken clouds,300.0,6.0
120794,2012-12-20 08:00:00,11518.0,80.0,1012.0,274.84,mist,300.0,4.0
120795,2012-12-20 09:00:00,12305.0,80.0,1013.0,274.3,mist,300.0,4.0
120796,2012-12-20 10:00:00,12462.0,74.0,1013.0,274.15,mist,290.0,2.0
120797,2012-12-20 11:00:00,12478.0,80.0,1014.0,273.91,mist,290.0,2.0
120798,2012-12-20 12:00:00,12520.0,80.0,1015.0,273.86,mist,290.0,2.0
120799,2012-12-20 13:00:00,12528.0,80.0,1016.0,273.67,mist,330.0,3.0
120800,2012-12-20 14:00:00,12505.0,80.0,1017.0,273.74,mist,310.0,1.0
120801,2012-12-20 15:00:00,12567.0,74.0,1017.0,274.73,mist,0.0,0.0
120802,2012-12-20 16:00:00,12477.0,74.0,1018.0,274.87,mist,350.0,2.0
120803,2012-12-20 17:00:00,12590.0,64.0,1018.0,275.85,haze,20.0,1.0
120804,2012-12-20 18:00:00,13306.0,64.0,1017.0,276.06,haze,0.0,1.0
120807,2012-12-20 21:00:00,13509.0,69.0,1017.0,276.97,haze,0.0,1.0
120809,2012-12-20 23:00:00,12798.0,80.0,1017.0,276.85,haze,80.0,3.0
120810,2012-12-21 00:00:00,11915.0,80.0,1016.0,277.32,mist,70.0,3.0
120811,2012-12-19 01:00:00,10638.0,69.0,1005.0,275.18,overcast clouds,350.0,3.0
120812,2012-12-19 02:00:00,9997.0,69.0,1005.0,274.52,overcast clouds,10.0,3.0
120813,2012-12-19 03:00:00,9611.0,74.0,1006.0,273.61,mist,350.0,3.0
120814,2012-12-19 04:00:00,9410.0,69.0,1006.0,273.72,overcast clouds,330.0,2.0
120815,2012-12-19 05:00:00,9396.0,74.0,1007.0,272.6,overcast clouds,320.0,3.0
120816,2012-12-19 06:00:00,9627.0,74.0,1007.0,272.52,haze,320.0,2.0
120817,2012-12-19 07:00:00,10354.0,74.0,1007.0,272.81,overcast clouds,300.0,3.0
120819,2012-12-19 09:00:00,12244.0,74.0,1007.0,273.03,haze,280.0,1.0
120820,2012-12-19 10:00:00,12322.0,74.0,1007.0,273.03,haze,260.0,2.0
120821,2012-12-19 11:00:00,12365.0,74.0,1007.0,273.3,haze,220.0,2.0
120822,2012-12-19 12:00:00,12395.0,74.0,1007.0,273.1,haze,220.0,3.0
120823,2012-12-19 13:00:00,12298.0,74.0,1008.0,273.36,overcast clouds,210.0,4.0
120825,2012-12-19 15:00:00,12270.0,74.0,1008.0,273.76,overcast clouds,200.0,4.0
120826,2012-12-19 16:00:00,12250.0,74.0,1008.0,274.28,haze,180.0,4.0
120827,2012-12-19 17:00:00,12413.0,74.0,1007.0,274.68,heavy snow,170.0,4.0
120828,2012-12-19 18:00:00,13260.0,74.0,1005.0,275.8,haze,150.0,5.0
120829,2012-12-19 19:00:00,13750.0,69.0,1004.0,276.51,haze,150.0,5.0
120830,2012-12-19 20:00:00,13593.0,69.0,1002.0,276.79,haze,140.0,7.0
120831,2012-12-19 21:00:00,13420.0,69.0,1003.0,277.03,haze,160.0,5.0
120833,2012-12-19 23:00:00,12644.0,75.0,1003.0,277.38,light rain,180.0,3.0
120834,2012-12-20 00:00:00,11696.0,75.0,1003.0,277.59,mist,190.0,3.0
120835,2012-12-18 01:00:00,10622.0,80.0,1006.0,277.36,overcast clouds,260.0,4.0
120836,2012-12-18 02:00:00,9948.0,80.0,1006.0,277.17,overcast clouds,260.0,4.0
120837,2012-12-18 03:00:00,9609.0,80.0,1007.0,277.1,overcast clouds,270.0,3.0
120839,2012-12-18 05:00:00,9388.0,80.0,1007.0,276.79,overcast clouds,280.0,3.0
120846,2012-12-18 12:00:00,12590.0,74.0,1007.0,276.51,overcast clouds,340.0,2.0
120848,2012-12-18 14:00:00,12514.0,74.0,1006.0,276.51,overcast clouds,0.0,0.0
120849,2012-12-18 15:00:00,12551.0,69.0,1006.0,276.58,overcast clouds,0.0,0.0
120850,2012-12-18 16:00:00,12544.0,69.0,1006.0,277.04,overcast clouds,0.0,0.0
120851,2012-12-18 17:00:00,12817.0,69.0,1006.0,277.31,overcast clouds,0.0,0.0
120852,2012-12-18 18:00:00,13556.0,65.0,1005.0,277.66,overcast clouds,190.0,1.0
120853,2012-12-18 19:00:00,13823.0,65.0,1005.0,277.77,overcast clouds,220.0,1.0
120854,2012-12-18 20:00:00,13555.0,65.0,1004.0,277.66,overcast clouds,0.0,0.0
120855,2012-12-18 21:00:00,13321.0,65.0,1004.0,277.24,overcast clouds,300.0,1.0
120856,2012-12-18 22:00:00,13027.0,65.0,1004.0,276.9,haze,310.0,3.0
120857,2012-12-18 23:00:00,12498.0,64.0,1004.0,276.38,overcast clouds,340.0,3.0
120858,2012-12-19 00:00:00,11558.0,69.0,1005.0,275.89,overcast clouds,350.0,3.0
120859,2012-12-17 01:00:00,9776.0,87.0,1002.0,283.02,mist,210.0,4.0
120860,2012-12-17 02:00:00,9225.0,87.0,1002.0,283.2,mist,200.0,4.0
120861,2012-12-17 03:00:00,8918.0,87.0,1002.0,283.13,light rain,200.0,4.0
120862,2012-12-17 04:00:00,8837.0,87.0,1002.0,282.95,light intensity drizzle,210.0,3.0
120863,2012-12-17 05:00:00,8841.0,87.0,1002.0,282.86,mist,220.0,3.0
120864,2012-12-17 06:00:00,9163.0,76.0,1002.0,282.81,mist,210.0,5.0
120865,2012-12-17 07:00:00,9924.0,76.0,1002.0,282.81,overcast clouds,230.0,4.0
120866,2012-12-17 08:00:00,11258.0,81.0,1002.0,282.65,overcast clouds,220.0,4.0
120867,2012-12-17 09:00:00,12018.0,81.0,1002.0,282.41,overcast clouds,200.0,3.0
120868,2012-12-17 10:00:00,12135.0,87.0,1002.0,282.25,mist,220.0,4.0
120869,2012-12-17 11:00:00,12190.0,87.0,1002.0,282.08,overcast clouds,240.0,4.0
120870,2012-12-17 12:00:00,12236.0,87.0,1002.0,281.5,mist,240.0,4.0
120871,2012-12-17 13:00:00,12203.0,87.0,1003.0,281.26,mist,240.0,4.0
120872,2012-12-17 14:00:00,12167.0,87.0,1003.0,280.97,light intensity drizzle,260.0,4.0
120873,2012-12-17 15:00:00,12181.0,81.0,1004.0,280.57,overcast clouds,250.0,6.0
120874,2012-12-17 16:00:00,12126.0,81.0,1004.0,280.24,drizzle,240.0,6.0
120875,2012-12-17 17:00:00,12157.0,81.0,1004.0,279.99,overcast clouds,260.0,3.0
120876,2012-12-17 18:00:00,12978.0,75.0,1004.0,279.52,overcast clouds,240.0,4.0
120877,2012-12-17 19:00:00,13596.0,75.0,1003.0,278.93,overcast clouds,260.0,5.0
120878,2012-12-17 20:00:00,13517.0,75.0,1003.0,278.6,overcast clouds,270.0,6.0
120879,2012-12-17 21:00:00,13331.0,80.0,1003.0,278.21,overcast clouds,280.0,6.0
120880,2012-12-17 22:00:00,13059.0,80.0,1005.0,277.83,overcast clouds,250.0,4.0
120881,2012-12-17 23:00:00,12539.0,80.0,1005.0,277.48,overcast clouds,280.0,4.0
120882,2012-12-18 00:00:00,11566.0,80.0,1005.0,277.36,overcast clouds,260.0,3.0
120883,2012-12-16 01:00:00,9816.0,56.0,1020.0,278.47,overcast clouds,150.0,3.0
120886,2012-12-16 04:00:00,8470.0,56.0,1018.0,278.7,overcast clouds,180.0,2.0
120887,2012-12-16 05:00:00,8299.0,56.0,1018.0,279.0,overcast clouds,160.0,3.0
120888,2012-12-16 06:00:00,8356.0,56.0,1017.0,279.36,broken clouds,150.0,3.0
120889,2012-12-16 07:00:00,8460.0,60.0,1017.0,278.75,broken clouds,160.0,5.0
